logFC	logCPM	PValue	FDR	CF_1	CF_2	CF_3	NB_1	NB_2	NB_3	CF_1	CF_2	CF_3	NB_1	NB_2	NB_3	DE	Regulation
Eco3594	0.959296358151009	4.80048863435159	0.0200689112256998	0.0428665413513495	45	13	13	94	54	87	28.2709573080647	11.8710526685142	11.4372366369091	36.2428227042229	28.2455064232657	38.2512145194002	95.71	DOWN_CF_UP_NB
Eco2908	0.978082182197101	4.52265411910993	0.0203214590374022	0.0433807685374509	30	10	16	67	60	62	18.8473048720431	9.13157897578015	14.0765989377343	25.8326502253504	31.3838960258508	27.2594862092277	95.66	DOWN_CF_UP_NB
Eco0467	-0.969650749812592	4.54437150843664	0.0203920860235278	0.0435062729091631	43	37	35	55	41	9	27.0144703165952	33.7868422103865	30.7925601762937	21.205906901407	21.4456622843314	3.95702219166209	95.65	UP_CF_DOWN_NB
Eco1353	-0.92687718939373	5.33225719571576	0.0205437233749067	0.0438043660824577	97	44	63	50	47	88	60.9396190862728	40.1789474934326	55.4266083173287	19.2780971830973	24.5840518869165	38.6908836518071	95.62	UP_CF_DOWN_NB
Eco0182	-0.868825388083711	7.15348539156795	0.0206611698405866	0.0440292523675342	137	232	291	140	127	414	86.0693589156636	211.852632238099	256.018143180042	53.9786721126724	66.4292465880509	182.023020816456	95.6	UP_CF_DOWN_NB
Eco0422	1.26793997173668	2.97807368668717	0.0207224252234137	0.0441342034306309	6	5	3	34	20	7	3.76946097440863	4.56578948789007	2.63936230082517	13.1091060845062	10.4612986752836	3.07768392684829	95.59	DOWN_CF_UP_NB
Eco2714	-0.866218487510761	7.17668272671693	0.0207944053509282	0.0442618610712288	288	209	214	270	171	258	180.934126771614	190.850000593805	188.274510792196	104.101724788725	89.4441036736749	113.43463616098	95.57	UP_CF_DOWN_NB
Eco3188	-0.856371574490714	7.92729693437721	0.0209400633654773	0.0445461070205409	472	343	376	281	192	706	296.530929986812	313.213158869259	330.800075036755	108.342906169007	100.428467282723	310.40640747927	95.55	UP_CF_DOWN_NB
Eco2375	0.875137776441843	6.82716786069992	0.0209727076204086	0.0445897473757213	137	79	88	339	221	424	86.0693589156636	72.1394739086631	77.4212941575385	130.7054989014	115.597350361884	186.419712140525	95.54	DOWN_CF_UP_NB
Eco1420	0.896521355979298	6.17390459027658	0.0209918444678792	0.0446046359907075	70	67	48	216	145	261	43.977044701434	61.181579137727	42.2297968132028	83.2813798309803	75.8444153958062	114.753643558201	95.54	DOWN_CF_UP_NB
Eco1185	-0.862248460046709	7.39575749832101	0.021112448450378	0.0448349858484053	343	246	240	117	104	588	215.487519037026	224.636842804192	211.148984066014	45.1107474084477	54.3987531114748	258.525449855256	95.52	UP_CF_DOWN_NB
Eco2376	0.958844493271915	4.64431520908114	0.0211727792384207	0.0449371457739229	39	10	14	81	49	79	24.5014963336561	9.13157897578015	12.3170240705175	31.2305174366176	25.6301817544448	34.733861460145	95.51	DOWN_CF_UP_NB
Eco2988	0.857045640561104	7.77421644191166	0.021230475592113	0.0450335996979846	308	135	165	733	611	537	193.49899668631	123.276316173032	145.164926545385	282.616904704206	319.592674529914	236.102324102504	95.5	DOWN_CF_UP_NB
Eco1650	-0.862614628167179	6.99772385524542	0.0215437657689938	0.0456717894849027	207	238	168	183	119	316	130.046403617098	217.331579623567	147.80428884621	70.5578356901361	62.2447271179375	138.93544584058	95.43	UP_CF_DOWN_NB
Eco0705	-1.02114133848308	4.02590484908204	0.021580329703594	0.0456965967686703	33	24	24	22	30	17	20.7320353592474	21.9157895418723	21.1148984066014	8.48236276056281	15.6919480129254	7.47437525091727	95.43	UP_CF_DOWN_NB
Eco2575	-0.8798468785498	6.24079843177038	0.0215728733489161	0.0456965967686703	109	133	119	150	119	90	68.4785410350901	121.450000377876	104.694704599399	57.8342915492919	62.2447271179375	39.5702219166209	95.43	UP_CF_DOWN_NB
Eco1786	0.873332239873	6.58601149027778	0.0218798783597391	0.0463042215603921	135	52	75	315	196	320	84.8128719241941	47.4842106740568	65.9840575206294	121.452012253513	102.520727017779	140.694122370208	95.37	DOWN_CF_UP_NB
Eco0081	-0.849647052204314	7.83391691226819	0.0220574862046578	0.046649845308733	383	331	384	402	269	438	240.617258866417	302.255264098323	337.838374505622	154.995901352102	140.704467182565	192.575079994222	95.34	UP_CF_DOWN_NB
Eco3204	0.852754568011731	7.77650911173711	0.0220685748073685	0.046649845308733	301	103	205	832	545	529	189.101292216166	94.0552634505355	180.35642388972	320.787537126739	285.070388901478	232.584971043249	95.34	DOWN_CF_UP_NB
Eco3361	0.856902619733395	7.42496381217261	0.0221339700071997	0.0467611918083139	239	113	123	469	370	641	150.15019548061	103.186842426316	108.213854333832	180.828551577453	193.534025492747	281.827913872822	95.32	DOWN_CF_UP_NB
Eco3226	1.05952965958497	3.79587195723063	0.0221705720966958	0.0468116157538506	18	6	7	50	35	27	11.3083829232259	5.47894738546809	6.15851203525874	19.2780971830973	18.3072726817463	11.8710665749863	95.32	DOWN_CF_UP_NB
Eco1815	0.845935847295286	8.25586785952562	0.0223489914900712	0.0471612472545934	435	195	226	1086	679	901	273.285920644625	178.065790027713	198.831959995497	418.720270816873	355.161090025879	396.141888298616	95.28	DOWN_CF_UP_NB
Eco1068	-0.918614710884923	4.97993265879897	0.0224146085454318	0.0472725765995451	35	64	50	58	50	38	21.988522350717	58.4421054449929	43.9893716804196	22.3625927323929	26.153246688209	16.7074270314621	95.27	UP_CF_DOWN_NB
Eco1554	0.872239560557539	6.33496808020312	0.0225536394825243	0.0475385199184399	124	44	54	337	191	171	77.9021934711116	40.1789474934326	47.5085214148531	129.934375014076	99.9054023489585	75.1834216415796	95.25	DOWN_CF_UP_NB
Eco0788	0.850333561421806	7.81095267876316	0.0226221931192877	0.0476556916369636	238	172	193	699	604	622	149.521951984876	157.063158383418	169.79897468642	269.5077986197	315.931219993565	273.474200357091	95.23	DOWN_CF_UP_NB
Eco1529	0.876579178356879	6.25122036055228	0.0227607168143589	0.0479200429608151	99	51	54	308	188	161	62.1961060777423	46.5710527764787	47.5085214148531	118.753078647879	98.3362075476659	70.7867303175107	95.21	DOWN_CF_UP_NB
Eco1302	-0.936955927899448	4.68708331117245	0.0229171698126821	0.048221818106136	37	42	45	44	42	31	23.2450093421865	38.3526316982766	39.5904345123776	16.9647255211256	21.9687272180956	13.6297431046139	95.18	UP_CF_DOWN_NB
Eco0486	0.867400482194002	6.54143230302944	0.0229648885861408	0.048294582633097	110	56	83	273	216	307	69.1067845308248	51.1368422643688	73.0223569894965	105.258410619711	112.982025693063	134.978423648918	95.17	DOWN_CF_UP_NB
Eco1315	-0.884042882123132	5.77369930182007	0.0231403557289123	0.0486079700911324	95	103	67	74	54	132	59.6831320948033	94.0552634505355	58.9457580517622	28.531583830984	28.2455064232657	58.0363254777106	95.14	UP_CF_DOWN_NB
Eco3207	0.841793234214193	8.23763838382266	0.0231299672429574	0.0486079700911324	375	207	249	1042	731	842	235.591310900539	189.023684798649	219.06707096849	401.755545295747	382.360466581616	370.201409486609	95.14	DOWN_CF_UP_NB
Eco1911	0.835426098169997	9.38269506406102	0.0232061714745627	0.0487183816907439	878	425	561	2215	1431	2174	551.597789255129	388.092106470656	493.560750254308	854.01970521121	748.505920216542	955.840693852597	95.13	DOWN_CF_UP_NB
EcoC0077	-1.1070134153909	3.2562825147299	0.0232484092906527	0.0487791966623513	27	9	12	12	9	17	16.9625743848388	8.21842107820213	10.5574492033007	4.62674332394335	4.70758440387762	7.47437525091727	95.12	UP_CF_DOWN_NB
Eco0706	-0.957125528173451	4.59672326113496	0.0232864366438062	0.0488311130077762	49	36	35	31	42	34	30.7839312910038	32.8736843128085	30.7925601762937	11.9524202535203	21.9687272180956	14.9487505018345	95.12	UP_CF_DOWN_NB
Eco0084	0.851728792502934	7.18238400186257	0.0233604524541071	0.048958394082838	172	110	111	492	414	334	108.057881266381	100.447368733582	97.6564051305315	189.696476281677	216.548882578371	146.849490223904	95.1	DOWN_CF_UP_NB
Eco2209	0.834509544609981	9.48819732386192	0.0233821150086362	0.0489758716648129	738	657	546	2445	1793	1984	463.643699852261	599.944738708755	480.363938750182	942.698952253457	937.855426239176	872.303558695287	95.1	DOWN_CF_UP_NB
Eco0982	-0.859976039594032	6.64178104480539	0.0234755321899047	0.0491435400513039	192	174	121	207	174	95	120.622751181076	158.889474178575	106.454279466615	79.8113223380228	91.0132984749674	41.7685675786554	95.09	UP_CF_DOWN_NB
Eco0747	-1.09328184012913	3.43199579040945	0.0234900548605828	0.0491459542786013	20	15	18	12	20	11	12.5648699146954	13.6973684636702	15.836173804951	4.62674332394335	10.4612986752836	4.83636045647588	95.09	UP_CF_DOWN_NB
Eco0416	1.11248717665257	3.68200219954679	0.0235840545802339	0.0493145532633333	5	8	13	44	45	13	3.14121747867386	7.30526318062412	11.4372366369091	16.9647255211256	23.5379220193881	5.71569872128968	95.07	DOWN_CF_UP_NB
EcoR004	-0.879704491139583	5.71186777250783	0.0236434877475881	0.0494107225469778	88	93	72	37	32	180	55.2854276246599	84.9236844747553	63.3446952198042	14.265791915492	16.7380778804538	79.1404438332417	95.06	UP_CF_DOWN_NB
Eco1140	-0.853785257883146	6.67894439263482	0.0237478908602192	0.0496007084103215	134	162	187	236	117	151	84.1846284284593	147.931579407638	164.520250084769	90.9926187042192	61.1985972504091	66.3900389934417	95.04	UP_CF_DOWN_NB
Eco0952	-1.18932744392187	2.90757436636657	0.0239590886868561	0.0500134071623413	12	15	9	10	10	8	7.53892194881725	13.6973684636702	7.91808690247552	3.85561943661946	5.2306493376418	3.51735305925519	95	UP_CF_DOWN_NB
Eco0553	0.843265064347915	7.06352435336496	0.0240058921994558	0.0500542596285874	256	55	79	524	263	380	160.830334908101	50.2236843667908	69.5032072550629	202.03445847886	137.566077579979	167.074270314621	94.99	DOWN_CF_UP_NB
Eco2568	0.84122646157674	7.80173939846292	0.0240002190554112	0.0500542596285874	235	225	139	667	557	689	147.637221497671	205.460526955053	122.290453271566	257.169816422518	291.347168106648	302.932032228353	94.99	DOWN_CF_UP_NB
Eco3479	-1.09623258358645	3.38676074444712	0.0240500160853154	0.0501178339737072	18	17	16	9	13	20	11.3083829232259	15.5236842588262	14.0765989377343	3.47005749295751	6.79984413893435	8.79338264813797	94.99	UP_CF_DOWN_NB
Eco1760	0.883793442740001	5.72560371591747	0.0241061419197612	0.0502063329728285	62	40	36	193	118	141	38.9510967355558	36.5263159031206	31.6723476099021	74.4134551267555	61.7216621841733	61.9933476693727	94.98	DOWN_CF_UP_NB
Eco0886	-0.832731627417597	8.49136044351619	0.0242096571988622	0.0503933747808707	685	567	494	654	586	495	430.346794578318	517.760527926734	434.614992202545	252.157511154913	306.51605118581	217.636220541415	94.96	UP_CF_DOWN_NB
Eco3439	-0.825672760705531	9.76427368155812	0.0245960423117682	0.0511686765919977	1633	1381	1192	1732	1187	1349	1025.92162853488	1261.07105655524	1048.7066208612	667.79328642249	620.878076378082	593.113659616906	94.88	UP_CF_DOWN_NB
Eco1489	0.841996825605228	7.33307817297572	0.0246741341947365	0.0513021025451649	216	99	131	552	402	432	135.700595078711	90.4026318602234	115.252153802699	212.830192901394	210.272103373201	189.93706519978	94.87	DOWN_CF_UP_NB
Eco1565	0.850093303270684	6.44970768434942	0.0248184124188965	0.0515729135397759	148	34	65	320	213	215	92.9800373687461	31.0473685176525	57.1861831845454	123.379821971823	111.41283089177	94.5288634674832	94.84	DOWN_CF_UP_NB
Eco0320	0.843856851302887	7.09543838162286	0.024852572285271	0.051590685696913	197	77	107	484	314	382	123.76396865975	70.3131581135071	94.1372553960979	186.611980732382	164.242389201953	167.953608579435	94.84	DOWN_CF_UP_NB
Eco2710	-0.82934622695839	8.36711780922627	0.024865328668951	0.051590685696913	567	508	509	449	382	774	356.214062081615	463.884211969631	447.811803706671	173.117312704214	199.810804697917	340.303908482939	94.84	UP_CF_DOWN_NB
Eco2947	-0.90924736760744	5.12329256957766	0.0248690682956828	0.051590685696913	75	51	47	58	52	51	47.1182621801078	46.5710527764787	41.3500093795944	22.3625927323929	27.1993765557374	22.4231257527518	94.84	UP_CF_DOWN_NB
Eco0913	0.838871461662447	7.37976301754518	0.0249899267394769	0.0518121662122487	185	137	128	566	442	418	116.225046710933	125.102631968188	112.612791501874	218.228060112661	231.194700723768	183.781697346084	94.82	DOWN_CF_UP_NB
Eco2125	0.899805838132562	5.41725664942408	0.0250876739231667	0.0519855069569113	45	23	41	167	124	69	28.2709573080647	21.0026316442943	36.0712847779441	64.3888445915449	64.8600517867584	30.337170136076	94.8	DOWN_CF_UP_NB
Eco1523	0.850933468419197	6.69069685671662	0.025299007183292	0.0523938875525529	100	83	89	383	192	324	62.8243495734771	75.7921054989752	78.3010815911469	147.670224422525	100.428467282723	142.452798899835	94.76	DOWN_CF_UP_NB
Eco1250	-0.8327709042019	7.69494741019443	0.0253537068882144	0.0524776050231285	381	310	311	415	279	320	239.360771874948	283.078948249185	273.61389185221	160.008206619707	145.935116520206	140.694122370208	94.75	UP_CF_DOWN_NB
Eco1854	-0.82177884162919	9.53177319708394	0.0253894573066162	0.0525220287333265	1558	912	1164	883	708	2032	978.803366354773	832.800002591149	1024.07257272017	340.451196253498	370.32997310504	893.407677050818	94.75	UP_CF_DOWN_NB
Eco1092	-0.821786658381492	9.32688659179629	0.0254787786417037	0.0526771598913965	1126	1013	942	1346	1028	763	707.402176197352	925.028950246529	828.759762459105	518.966376168979	537.710751909578	335.467548026464	94.73	UP_CF_DOWN_NB
Eco1677	-0.825319149604981	8.38054993856635	0.025513203587432	0.0527055704759087	603	452	553	487	271	890	378.830827928067	412.747369705263	486.522450785441	187.768666563368	141.750597050093	391.30552784214	94.73	UP_CF_DOWN_NB
Eco2385	-1.04155522425725	3.78115123564255	0.0255211957146674	0.0527055704759087	33	19	17	19	17	22	20.7320353592474	17.3500000539823	14.9563863713427	7.32567692957697	8.89210387399107	9.67272091295177	94.73	UP_CF_DOWN_NB
Eco0323	0.828050206963507	7.9357551766574	0.0256371498759282	0.0529153076608152	382	144	173	692	582	820	239.989015370683	131.494737251234	152.203226014252	266.808865014066	304.423791450753	360.528688573657	94.71	DOWN_CF_UP_NB
EcoC0146	1.57465194070423	2.37361279854817	0.0258484743609924	0.0533215441924849	4	1	2	15	6	17	2.51297398293908	0.913157897578014	1.75957486721678	5.78342915492919	3.13838960258508	7.47437525091727	94.67	DOWN_CF_UP_NB
Eco0980	-0.859024972804616	6.12694955852444	0.0260428779011975	0.0536924392399339	119	109	109	124	132	73	74.7609759924378	99.5342108360036	95.8968302633147	47.8096810140813	69.0445712568718	32.0958466657036	94.63	UP_CF_DOWN_NB
Eco2976	-0.830225164138107	7.44167637466245	0.0261278940515079	0.0538375215994076	287	269	275	258	262	316	180.305883275879	245.639474448486	241.941544242308	99.474981464782	137.043012646215	138.93544584058	94.62	UP_CF_DOWN_NB
Eco1281	0.941974800032174	4.70454687778049	0.0262955844337353	0.0541526993716588	25	22	16	53	43	120	15.7060873933693	20.0894737467163	14.0765989377343	20.4347830140831	22.4917921518598	52.7602958888278	94.58	DOWN_CF_UP_NB
Eco1910	0.825446323599082	7.87503672959506	0.0263857312187251	0.0543079215901643	295	167	188	830	558	638	185.331831241757	152.497368895528	165.400037518378	320.016413239415	291.870233040413	280.508906475601	94.57	DOWN_CF_UP_NB
EcoC0152	1.45514623662221	2.30046926133388	0.0264534417904734	0.0544168170239396	4	3	0	16	7	12	2.51297398293908	2.73947369273404	0	6.16899109859113	3.66145453634926	5.27602958888278	94.56	DOWN_CF_UP_NB
Eco0958	-0.936476562531644	4.50610754548399	0.0264902419861002	0.0544491685676725	46	28	38	38	25	41	28.8992008037995	25.5684211321844	33.4319224771189	14.6513538591539	13.0766233441045	18.0264344286828	94.56	UP_CF_DOWN_NB
Eco2187	-0.850330094461559	6.17290960718064	0.0264987928638646	0.0544491685676725	107	148	87	137	97	115	67.2220540436205	135.147368841546	76.5415067239301	52.8219862816866	50.7372985751255	50.5619502267933	94.56	UP_CF_DOWN_NB
Eco2782	0.833994798641402	7.10068065025984	0.0266101162993076	0.0546473673275166	190	105	86	419	353	395	119.366264189607	95.8815792456915	75.6617192903217	161.550454394355	184.641921618756	173.669307300725	94.54	DOWN_CF_UP_NB
Eco0330	-0.823045824330784	7.81374306215177	0.0267614713553254	0.0549192445100404	386	338	354	374	324	395	242.501989353622	308.647369381369	311.444751497371	144.200166929568	169.473038539594	173.669307300725	94.51	UP_CF_DOWN_NB
EcoR032	1.02468246516356	4.12173551802486	0.0267723847013037	0.0549192445100404	9	18	11	39	41	61	5.65419146161294	16.4368421564043	9.67766176969231	15.0369158028159	21.4456622843314	26.8198170768208	94.51	DOWN_CF_UP_NB
Eco2402	-0.884338266399481	5.17418051350587	0.0268045957555303	0.0549546536516059	80	43	56	71	52	47	50.2594796587817	39.2657895958546	49.2680962820699	27.3748979999981	27.1993765557374	20.6644492231242	94.5	UP_CF_DOWN_NB
Eco0266	-0.834987980871424	6.75599679343582	0.0268897205926148	0.05509844643169	206	177	141	156	132	235	129.418160121363	161.628947871309	124.050028138783	60.1476632112635	69.0445712568718	103.322246115621	94.49	UP_CF_DOWN_NB
Eco3139	-0.815662755236718	8.3970420758315	0.0272793303199319	0.0558656369114593	699	530	416	539	346	781	439.142203518605	483.973685716348	365.991572381091	207.817887633789	180.980467082406	343.381592409788	94.41	UP_CF_DOWN_NB
Eco1709	-0.810233298805377	9.83576297625879	0.027352636299632	0.055984571847131	1953	1243	1283	1630	1151	1729	1226.95954717001	1135.05526668947	1128.76727731957	628.465968168972	602.047738762572	760.187929931527	94.4	UP_CF_DOWN_NB
Eco3203	0.852336306754554	6.07182780065673	0.0274788773836052	0.0562116601347427	86	47	48	211	161	197	54.0289406331903	42.9184211861667	42.2297968132028	81.3535701126706	84.2134543360331	86.614819084159	94.38	DOWN_CF_UP_NB
Eco2332	-0.815600600921279	8.2546840452866	0.0275203817291543	0.056264259419019	650	425	422	675	518	301	408.358272227601	388.092106470656	371.270296982741	260.254311971813	270.947635689845	132.340408854476	94.37	UP_CF_DOWN_NB
Eco2727	0.91277621112672	4.89301974296232	0.0275352020388507	0.056264259419019	37	23	15	127	64	60	23.2450093421865	21.0026316442943	13.1968115041259	48.9663668450671	33.4761557609075	26.3801479444139	94.37	DOWN_CF_UP_NB
Eco1863	-0.81053955959172	9.16260311307972	0.0276526599017265	0.0564728765548591	1261	723	837	841	702	1266	792.215048121546	660.213159948904	736.382081930224	324.257594619696	367.191583502455	556.621121627133	94.35	UP_CF_DOWN_NB
Eco0417	1.32512137688223	2.70001639883054	0.027797209217629	0.0567223730171244	7	1	3	23	22	3	4.3977044701434	0.913157897578014	2.63936230082517	8.86792470422475	11.507428542812	1.3190073972207	94.33	DOWN_CF_UP_NB
Eco0554	0.815763364981215	7.90508181184493	0.0278056899284162	0.0567223730171244	437	100	169	819	477	781	274.542407636095	91.3157897578015	148.684076279818	315.775231859134	249.501973405514	343.381592409788	94.33	DOWN_CF_UP_NB
Eco2063	-0.809872703756634	8.90798315064867	0.0279317299777994	0.05694788652157	924	735	663	785	611	965	580.496990058929	671.171054719841	583.299068482364	302.666125774627	319.592674529914	424.280712772657	94.31	UP_CF_DOWN_NB
Eco2982	0.828663622964242	6.18107000115574	0.0282125933881454	0.0574886326467974	155	25	34	246	232	125	97.3777418388895	22.8289474394504	29.9127727426853	94.8482381408387	121.35106463329	54.9586415508623	94.25	DOWN_CF_UP_NB
Eco1866	0.811732301053698	8.12183901740307	0.0285723908985095	0.0581895340403993	353	180	245	1099	781	511	221.769953994374	164.368421564043	215.547921234056	423.732576084478	408.513713269825	224.670926659925	94.18	DOWN_CF_UP_NB
Eco1440	0.834054169531246	6.24043915395846	0.0287541877189457	0.0585273499749968	121	42	49	231	162	248	76.0174629839073	38.3526316982766	43.1095842468112	89.0648089859095	84.7365192697972	109.037944836911	94.15	DOWN_CF_UP_NB
Eco3596	0.8547661719244	5.74730573152	0.0292576652344812	0.0595191905932224	79	27	40	191	79	192	49.6312361630469	24.6552632346064	35.1914973443357	73.6423312394316	41.3221297673703	84.4164734221245	94.05	DOWN_CF_UP_NB
Eco2956	-0.854776370102553	5.51649657381446	0.029483682894297	0.0599458065926082	74	72	73	106	56	61	46.4900186843731	65.747368625617	64.2244826534126	40.8695660281662	29.2916362907941	26.8198170768208	94.01	UP_CF_DOWN_NB
Eco1175	0.831674542756459	6.40000287926145	0.0295317915134265	0.060010428747018	111	63	57	313	187	223	69.7350280265596	57.5289475474149	50.1478837156783	120.680888366189	97.8131426139017	98.0462165267384	94	DOWN_CF_UP_NB
Eco2660	-1.29824979887847	2.42557916291933	0.0297144402100719	0.0603482222166986	8	7	10	8	6	4	5.02594796587817	6.3921052830461	8.79787433608392	3.08449554929557	3.13838960258508	1.75867652962759	93.97	UP_CF_DOWN_NB
Eco1206	0.813962429093575	7.20440375088066	0.0298167505250907	0.0605225703645685	248	75	103	444	318	497	155.804386942223	68.4868423183511	90.6181056616643	171.189502985904	166.334648937009	218.515558806229	93.95	DOWN_CF_UP_NB
Eco0456	0.810160729736985	7.41358001933208	0.0299407546273872	0.0607407362087611	266	106	116	514	412	523	167.112769865449	96.7947371432695	102.055342298573	198.17883904224	215.502752710842	229.946956248808	93.93	DOWN_CF_UP_NB
Eco1317	0.800281366764404	8.7439682059653	0.030148301161663	0.061128050231811	510	346	338	1680	1222	772	320.404182824733	315.952632561993	297.368152559636	647.744065352069	639.185349059828	339.424570218126	93.89	DOWN_CF_UP_NB
Eco1810	0.816077260606365	7.21925760644587	0.0301680693765069	0.0611344118125906	145	132	123	502	360	411	91.0953068815418	120.536842480298	108.213854333832	193.552095718297	188.303376155105	180.704013419235	93.89	DOWN_CF_UP_NB
Eco1799	0.79706416359674	9.32746056286425	0.0302408345189788	0.0612481034114413	893	388	554	1807	1114	2636	561.021441691151	354.30526426027	487.402238219049	696.710432197136	582.694336213297	1158.96783302458	93.88	DOWN_CF_UP_NB
Eco2554	-0.819653075496259	6.57741484537844	0.0302990999959903	0.061332319154879	131	155	162	200	156	110	82.299897941255	141.539474124592	142.525564244559	77.1123887323891	81.5981296672121	48.3636045647588	93.87	UP_CF_DOWN_NB
Eco0897	-0.80594917170287	7.46494430650088	0.0304640001396926	0.0616259197708253	233	351	237	334	227	314	146.380734506202	320.518422049883	208.509621765189	128.77768918309	118.735739964469	138.056107575766	93.84	UP_CF_DOWN_NB
Eco3583	-0.793385960079102	10.4240712548105	0.0304776719650056	0.0616259197708253	2367	2151	2019	2340	1922	2521	1487.0523544042	1964.20263769031	1776.29082845534	902.214948168953	1005.33080269475	1108.40588279779	93.84	UP_CF_DOWN_NB
Eco3173	0.931550116078295	4.31543309053293	0.0307302579593041	0.0621024894218811	32	9	9	70	48	44	20.1037918635127	8.21842107820213	7.91808690247552	26.9893360563362	25.1071168206807	19.3454418259035	93.79	DOWN_CF_UP_NB
Eco1449	0.810306976673639	7.00749745471994	0.0315407618318592	0.0637025070043157	149	109	94	428	258	418	93.6082808644809	99.5342108360036	82.7000187591888	165.020511887313	134.950752911159	183.781697346084	93.63	DOWN_CF_UP_NB
Eco2929	0.872785989841988	4.89832980356671	0.031556655401213	0.0637025070043157	47	14	18	94	66	86	29.5274442995342	12.7842105660922	15.836173804951	36.2428227042229	34.5222856284359	37.8115453869933	93.63	DOWN_CF_UP_NB
Eco2772	-0.813797225685737	6.66529679765026	0.0315938846539462	0.0637426564148773	176	135	175	195	126	180	110.57085524932	123.276316173032	153.962800881469	75.1845790140794	65.9061816542867	79.1404438332417	93.63	UP_CF_DOWN_NB
Eco0867	0.838536335175386	5.868212448833	0.0316408995181221	0.0638024940365424	65	46	44	172	160	154	40.8358272227601	42.0052632885887	38.7106470787692	66.3166543098547	83.6903894022689	67.7090463906624	93.62	DOWN_CF_UP_NB
Eco1942	-0.789326635815833	9.52522257856404	0.0316836697449858	0.063838319986833	1329	1192	997	1504	1097	1061	834.935605831511	1088.48421391299	877.148071307566	579.885163267566	573.802232339306	466.488949483719	93.62	UP_CF_DOWN_NB
Eco3134	0.804540115998173	7.42025876949712	0.0316933987965098	0.063838319986833	211	140	124	610	432	420	132.559377600037	127.842105660922	109.093641767441	235.192785633787	225.964051386126	184.661035610897	93.62	DOWN_CF_UP_NB
Eco2033	-0.860731871842908	5.17751779559774	0.0320730455183241	0.0645676425659142	71	54	51	38	32	102	44.6052881971688	49.3105264692128	44.869159114028	14.6513538591539	16.7380778804538	44.8462515055036	93.54	UP_CF_DOWN_NB
Eco2437	-0.789803953366359	8.76281362864555	0.0321145644458028	0.0646158395745874	798	705	575	1100	678	400	501.338309596347	643.7763177925	505.877774324825	424.11813802814	354.638025092114	175.867652962759	93.54	UP_CF_DOWN_NB
Eco0889	0.906904628265273	4.59324497317418	0.0322796922990509	0.0649125540980913	32	11	18	73	66	57	20.1037918635127	10.0447368733582	15.836173804951	28.146021887322	34.5222856284359	25.0611405471932	93.51	DOWN_CF_UP_NB
Eco2210	0.819113411775153	6.15318722840787	0.0323787797241575	0.0650762133767101	108	39	52	223	176	198	67.8502975393553	35.6131580055426	45.7489465476364	85.9803134366139	92.0594283424958	87.0544882165659	93.49	DOWN_CF_UP_NB
Eco1964	0.812880693758666	6.35507853360352	0.0324485977154642	0.0651808990175118	149	31	57	237	182	270	93.6082808644809	28.3078948249184	50.1478837156783	91.3781806478811	95.1978179450808	118.710665749863	93.48	DOWN_CF_UP_NB
Eco1442	0.803476726814176	6.88210163347378	0.0326621383260066	0.0655740144655381	193	71	75	350	234	420	121.250994676811	64.834210728039	65.9840575206294	134.946680281681	122.397194500818	184.661035610897	93.44	DOWN_CF_UP_NB
Eco3522	-1.06305744485137	3.28194745951269	0.0327994277670918	0.0658136989475051	19	18	10	16	10	14	11.9366264189607	16.4368421564043	8.79787433608392	6.16899109859113	5.2306493376418	6.15536785369658	93.42	UP_CF_DOWN_NB
Eco2728	-0.798466090059782	7.18357915780028	0.0328767301411033	0.065932820512109	218	246	219	254	228	230	136.95708207018	224.636842804192	192.673447960238	97.9327336901342	119.258804898233	101.123900453587	93.41	UP_CF_DOWN_NB
Eco2989	0.80875973441595	6.62672070238969	0.0329978690600894	0.0661396764803101	143	82	52	290	272	264	89.8388198900723	74.8789476013972	45.7489465476364	111.812963661964	142.273661983857	116.072650955421	93.39	DOWN_CF_UP_NB
Eco1822	0.785816809162423	8.67199225961842	0.0331882475659592	0.0664850125626517	579	279	312	1443	821	1262	363.752984030433	254.771053424266	274.493679285818	556.365884704188	429.436310620392	554.862445097506	93.35	DOWN_CF_UP_NB
Eco1075	0.805741006431929	6.7888773273353	0.0332491770648164	0.0665707924238916	114	86	99	429	276	238	71.6197585137639	78.5315791917092	87.0989559272308	165.406073830975	144.365921718914	104.641253512842	93.34	DOWN_CF_UP_NB
Eco0909	-0.787312885542932	8.04108418418271	0.0335632129125309	0.0671629671564854	494	454	313	446	373	483	310.352286892977	414.573685500419	275.373466719427	171.960626873228	195.103220294039	212.360190952532	93.28	UP_CF_DOWN_NB
Eco1971	0.818350989779779	6.05353830882553	0.033673759883158	0.067347519766316	97	53	34	228	190	136	60.9396190862728	48.3973685716348	29.9127727426853	87.9081231549236	99.3823374151943	59.7950020073382	93.27	DOWN_CF_UP_NB
Eco3196	-0.787005506753968	7.94350852103181	0.0337245237539017	0.0674123704836012	453	368	357	463	313	453	284.594303567851	336.042106308709	314.084113798196	178.515179915481	163.719324268188	199.170116980325	93.26	UP_CF_DOWN_NB
Eco2915	-0.778542805890719	10.0114383882428	0.0338355686041334	0.0675975816243449	2369	1277	1428	2122	1331	1741	1488.30884139567	1166.10263520712	1256.33645519278	818.162444450649	696.199426840124	765.46395952041	93.24	UP_CF_DOWN_NB
