logFC	logCPM	PValue	FDR	CF_1	CF_2	CF_3	NB_1	NB_2	NB_3	CF_1	CF_2	CF_3	NB_1	NB_2	NB_3	DE	Regulation
Eco0228	-1.49972715223927	8.89718705558801	6.01390168082641e-05	0.000271252792376906	918	782	939	426	414	836	576.72752908452	714.089475906007	826.12040015828	164.249387999989	216.548882578371	367.563394692167	99.97	UP_CF_DOWN_NB
Eco1266	1.52581891780077	7.53909961006938	6.05493794949529e-05	0.000272714342949594	163	90	112	686	561	588	102.403689804768	82.1842107820213	98.5361925641399	264.495493352095	293.439427841705	258.525449855256	99.97	DOWN_CF_UP_NB
Eco2233	1.51430146773834	7.86460353690445	6.06114304107231e-05	0.000272714342949594	269	100	110	1106	713	510	168.997500352653	91.3157897578015	96.7766176969231	426.431509690112	372.945297773861	224.231257527518	99.97	DOWN_CF_UP_NB
Eco2488	-1.74628976658484	4.21486052663793	6.15332413127894e-05	0.000276185830361189	37	30	41	13	8	37	23.2450093421865	27.3947369273404	36.0712847779441	5.01230526760529	4.18451947011344	16.2677578990552	99.97	UP_CF_DOWN_NB
Eco3469	1.5483549976607	6.92009189237561	6.14730307609902e-05	0.000276185830361189	85	91	51	358	333	495	53.4006971374555	83.0973686795993	44.869159114028	138.031175830977	174.180622943472	217.636220541415	99.97	DOWN_CF_UP_NB
Eco0411	1.70255572790959	4.84552315945568	6.33213414823302e-05	0.000283864940596397	28	7	14	124	73	80	17.5908178805736	6.3921052830461	12.3170240705175	47.8096810140813	38.1837401647852	35.1735305925519	99.97	DOWN_CF_UP_NB
Eco1782	-1.49067353628927	9.22703628023262	6.46172161365806e-05	0.000289321420850268	1059	1098	1123	839	488	832	665.309861983123	1002.64737154066	988.001287942224	323.486470732372	255.25568767692	365.80471816254	99.97	UP_CF_DOWN_NB
Eco0973	-1.62447978649894	5.17883682136031	6.4741188027035e-05	0.00028952385302601	90	63	58	36	32	52	56.5419146161294	57.5289475474149	51.0276711492867	13.88022997183	16.7380778804538	22.8627948851587	99.97	UP_CF_DOWN_NB
Eco1018	-1.50235290228915	8.12165828600549	6.53061284660633e-05	0.000291695417061056	565	450	537	280	243	459	354.957575090146	410.921053910107	472.445851847706	107.957344225345	127.104778904696	201.808131774766	99.97	UP_CF_DOWN_NB
Eco0870	1.52861484932809	6.90457801073604	6.54726258972967e-05	0.000292084190289396	139	55	48	502	428	239	87.3258459071332	50.2236843667908	42.2297968132028	193.552095718297	223.871791651069	105.080922645249	99.97	DOWN_CF_UP_NB
Eco1826	-1.48848349553944	9.28028637823538	6.61669288815768e-05	0.000294823794628699	1148	1240	1024	746	605	858	721.223533103517	1132.31579299674	900.902332014993	287.629209971812	316.454284927329	377.236115605119	99.97	UP_CF_DOWN_NB
Eco2165	3.94314444302946	2.11057654216291	6.68443619164686e-05	0.000297481688141572	0	1	0	19	7	9	0	0.913157897578014	0	7.32567692957697	3.66145453634926	3.95702219166209	99.97	DOWN_CF_UP_NB
Eco2775	-1.95214162788708	3.40880729417165	6.72727103347734e-05	0.000299025977255897	24	27	12	8	4	17	15.0778438976345	24.6552632346064	10.5574492033007	3.08449554929557	2.09225973505672	7.47437525091727	99.97	UP_CF_DOWN_NB
Eco2108	1.48683625038878	9.26467225214989	6.79675581885236e-05	0.000301749690701706	730	245	321	2637	1628	1909	458.617751886383	223.723684906614	282.411766188294	1016.72684543655	851.549712168086	839.328373764769	99.97	DOWN_CF_UP_NB
Eco1189	-1.49129928901621	8.44503278763837	6.85853805119457e-05	0.000304125281980594	773	587	595	440	374	419	485.632222202978	536.023685878294	523.473522996993	169.647255211256	195.626285227803	184.22136647849	99.97	UP_CF_DOWN_NB
Eco2291	-1.49661883681723	7.94420725848749	6.94952621359107e-05	0.000307788654953744	524	429	424	336	229	314	329.19959176502	391.744738060968	373.029871849958	129.548813070414	119.781869831997	138.056107575766	99.97	UP_CF_DOWN_NB
EcoR031	-1.47731133796409	11.8715065169718	6.97581438911324e-05	0.000308581151556922	7920	6888	6000	2896	3458	6861	4975.68848621939	6289.83159851736	5278.72460165035	1116.58738884499	1808.75854095654	3016.56991744373	99.97	UP_CF_DOWN_NB
Eco0297	-1.67840145127493	4.64663003441359	7.20433338777288e-05	0.000318306845354004	43	42	58	38	23	21	27.0144703165952	38.3526316982766	51.0276711492867	14.6513538591539	12.0304934765762	9.23305178054487	99.97	UP_CF_DOWN_NB
Eco1466	1.4744922194863	11.3351974407173	7.25158942071699e-05	0.000320010116573297	2935	1149	1368	12706	7512	5820	1843.89465998155	1049.21842431714	1203.54920917628	4898.95005616868	3929.26378243652	2558.87435060815	99.97	DOWN_CF_UP_NB
Eco1247	-1.48055905261113	9.12323153097929	7.29065939449532e-05	0.000321348488419242	1065	1013	992	491	509	974	669.079322957531	925.028950246529	872.749134139524	189.310914338015	266.240051285968	428.237734964319	99.97	UP_CF_DOWN_NB
Eco1376	-1.49000273651938	8.25766203103043	7.37990080005327e-05	0.000324753971183254	565	581	537	389	435	241	354.957575090146	530.544738492826	472.445851847706	149.983596084497	227.533246187418	105.960260910063	99.97	UP_CF_DOWN_NB
Eco2229	1.52256174539722	7.06609850522846	7.39442529598432e-05	0.000324753971183254	107	104	47	480	413	418	67.2220540436205	94.9684213481135	41.3500093795944	185.069732957734	216.025817644607	183.781697346084	99.97	DOWN_CF_UP_NB
Eco2253	1.56094705301339	6.0490238585472	7.38898508125406e-05	0.000324753971183254	71	30	27	239	201	201	44.6052881971688	27.3947369273404	23.7542607074266	92.149304535205	105.1360516866	88.3734956137866	99.97	DOWN_CF_UP_NB
Eco0173	-1.54470277749136	6.10013900418754	7.40710045432015e-05	0.000324922449523638	99	135	142	100	69	71	62.1961060777423	123.276316173032	124.929815572392	38.5561943661946	36.0914804297284	31.2165084008898	99.97	UP_CF_DOWN_NB
Eco0155	1.50984106691598	7.2509907198555	7.58537996733629e-05	0.000332346326101647	164	80	64	602	397	511	103.031933300502	73.0526318062412	56.3063957509371	232.108290084491	207.65677870438	224.670926659925	99.97	DOWN_CF_UP_NB
Eco0248	1.62416382559112	5.29685093591403	7.66652733391633e-05	0.000334764525186022	43	19	10	144	107	127	27.0144703165952	17.3500000539823	8.79787433608392	55.5209198873202	55.9679479127673	55.8379798156761	99.97	DOWN_CF_UP_NB
Eco1327	-1.56459842568369	5.74597576695135	7.67699931261742e-05	0.000334764525186022	95	105	100	68	39	80	59.6831320948033	95.8815792456915	87.9787433608392	26.2182121690123	20.399532416803	35.1735305925519	99.97	UP_CF_DOWN_NB
Eco1656	-1.47958214776921	8.53574270496488	7.66874273481513e-05	0.000334764525186022	962	522	636	475	258	614	604.37024289685	476.668422535724	559.544807774937	183.141923239424	134.950752911159	269.956847297836	99.97	UP_CF_DOWN_NB
Eco3536	-1.53413017378254	6.28514795384376	7.67435935332323e-05	0.000334764525186022	170	146	125	85	74	112	106.801394274911	133.32105304639	109.973429201049	32.7727652112654	38.7068050985494	49.2429428295726	99.97	UP_CF_DOWN_NB
Eco0997	-1.48858447262912	7.9848741475516	7.73302629610852e-05	0.000336808112138565	385	583	399	195	173	534	241.873745857887	532.371054287982	351.035186009748	75.1845790140794	90.4902335412032	234.783316705284	99.97	UP_CF_DOWN_NB
Eco0681	-1.48495198573991	8.06943912302025	7.75199638366024e-05	0.000337234777589764	399	584	464	213	221	518	250.669154798174	533.28421218556	408.221369194294	82.1246939999944	115.597350361884	227.748610586773	99.97	UP_CF_DOWN_NB
Eco3462	-1.47825325466043	8.54654864770587	7.76484921974545e-05	0.000337394630399341	632	763	638	407	236	712	397.049889304375	696.739475852025	561.304382642154	156.923711070412	123.443324368347	313.044422273712	99.97	UP_CF_DOWN_NB
Eco2732	-1.48637533888069	7.96000582645626	7.85265903684529e-05	0.000340807256427902	543	388	464	370	269	251	341.136218183981	354.30526426027	408.221369194294	142.65791915492	140.704467182565	110.356952234132	99.97	UP_CF_DOWN_NB
Eco1013	-1.46623395146671	9.89985634648676	8.17514410073197e-05	0.000354384784366636	1710	1772	1728	1278	950	1216	1074.29637770646	1618.11579450824	1520.2726852753	492.748163999967	496.911687075971	534.637665006789	99.96	UP_CF_DOWN_NB
Eco0825	-1.47970372589964	8.14640795784825	8.23945051446041e-05	0.000356751708965329	612	487	483	427	283	311	384.48501938968	444.707896120493	424.937330432853	164.634949943651	148.027376255263	136.737100178545	99.96	UP_CF_DOWN_NB
Eco3137	-1.47135989950602	8.6372439460118	8.32502681012968e-05	0.000360032924165138	716	786	673	467	369	594	449.822342946096	717.742107496319	592.096942818447	180.057427690129	193.010960558983	261.163464649698	99.96	UP_CF_DOWN_NB
Eco0650	1.64636434217117	5.05392616484315	8.42640145438636e-05	0.000363988857183599	29	15	14	171	93	58	18.2190613763084	13.6973684636702	12.3170240705175	65.9310923661927	48.6450388400688	25.5008096796001	99.96	DOWN_CF_UP_NB
Eco3560	-1.83822742092078	3.82258066139825	8.44605522843302e-05	0.000364409612907509	28	22	33	14	16	11	17.5908178805736	20.0894737467163	29.0329853090769	5.39786721126724	8.36903894022689	4.83636045647588	99.96	UP_CF_DOWN_NB
Eco1343	-2.01386657195043	3.14672451510524	8.53662620736352e-05	0.000367885556134447	10	20	21	6	6	11	6.28243495734771	18.2631579515603	18.4755361057762	2.31337166197167	3.13838960258508	4.83636045647588	99.96	UP_CF_DOWN_NB
Eco2903	1.9115835014235	3.92047277063117	8.6442248853947e-05	0.000371869986254092	10	7	4	57	51	31	6.28243495734771	6.3921052830461	3.51914973443357	21.9770307887309	26.6763116219732	13.6297431046139	99.96	DOWN_CF_UP_NB
Eco3442	-1.47499824231526	8.18978180979934	8.64931551271078e-05	0.000371869986254092	585	510	521	391	264	399	367.522445004841	465.710527764787	458.369252909972	150.754719971821	138.089142513744	175.427983830353	99.96	UP_CF_DOWN_NB
Eco0168	-1.48086611722977	7.67206332667461	8.81996781952202e-05	0.000378764038604707	713	176	331	221	159	351	447.937612458892	160.715789973731	291.209640524378	85.20918954929	83.1673244685047	154.323865474821	99.96	UP_CF_DOWN_NB
Eco1771	-1.46675576344199	8.49697624597726	8.83895682811181e-05	0.000379136584599055	625	643	700	486	331	492	392.652184834232	587.160528142663	615.851203525874	187.383104619706	173.134493075944	216.317213144194	99.96	UP_CF_DOWN_NB
Eco1067	-1.47902638631091	7.65876263442529	8.98198020237813e-05	0.000384822368577413	407	372	341	227	195	299	255.695102764052	339.694737899021	300.007514860462	87.5225612112617	101.997662084015	131.461070589663	99.96	UP_CF_DOWN_NB
Eco2258	1.50789202043284	6.7157482944505	9.02386085331576e-05	0.000386166618123268	131	42	43	412	271	351	82.299897941255	38.3526316982766	37.8308596451608	158.851520788722	141.750597050093	154.323865474821	99.96	DOWN_CF_UP_NB
Eco2480	-1.5193897543115	6.23706314958546	9.04523824750789e-05	0.0003866313464865	134	136	148	95	83	86	84.1846284284593	124.18947407061	130.208540174042	36.6283846478849	43.414389502427	37.8115453869933	99.96	UP_CF_DOWN_NB
Eco0440	1.54640978400187	6.04212020829645	9.14210480930961e-05	0.000390040538834848	58	35	32	243	169	230	36.4381227526167	31.9605264152305	28.1531978754685	93.6915523098528	88.3979738061465	101.123900453587	99.96	DOWN_CF_UP_NB
Eco3379	1.46503350207002	8.61939718123401	9.14621720553969e-05	0.000390040538834848	398	191	225	1808	1266	821	250.040911302439	174.413158437401	197.952172561888	697.095994140798	662.200206145452	360.968357706064	99.96	DOWN_CF_UP_NB
Eco2873	1.5282630317449	6.43471795674487	9.20413354349428e-05	0.000392055560902491	69	53	43	305	256	279	43.3488012056992	48.3973685716348	37.8308596451608	117.596392816893	133.90462304363	122.667687941525	99.96	DOWN_CF_UP_NB
Eco0466	-1.45678890423816	9.3358786045567	9.29190760126154e-05	0.000395336253961081	1233	1155	1155	840	747	732	774.624230240973	1054.69737170261	1016.15448581769	323.872032676034	390.729505521843	321.83780492185	99.96	UP_CF_DOWN_NB
Eco3287	1.82816547618301	3.99266106615534	9.33724274517369e-05	0.000396805830419173	15	3	6	55	63	26	9.42365243602157	2.73947369273404	5.27872460165035	21.205906901407	32.9530908271434	11.4313974425794	99.96	DOWN_CF_UP_NB
Eco1010	1.5499709355171	5.97916942708278	9.39455185596882e-05	0.000398780284324958	50	35	33	190	175	242	31.4121747867386	31.9605264152305	29.0329853090769	73.2567692957697	91.5363634087316	106.399930042469	99.96	DOWN_CF_UP_NB
Eco1204	1.51938213939341	6.2943218466272	9.4060932706726e-05	0.000398809675467041	101	26	33	272	217	272	63.4525930692119	23.7421053370284	29.0329853090769	104.872848676049	113.505090626827	119.590004014676	99.96	DOWN_CF_UP_NB
Eco1416	-1.46083954008851	8.50453580916571	9.43204842152005e-05	0.000399449423934421	750	650	610	304	247	762	471.182621801078	593.552633425709	536.670334501119	117.210830873232	129.197038639753	335.027878894057	99.96	UP_CF_DOWN_NB
Eco3608	-1.52135854797177	6.04721062568916	9.47095844976637e-05	0.00040063571071739	135	125	111	83	67	82	84.8128719241941	114.144737197252	97.6564051305315	32.0016413239415	35.0453505622001	36.0528688573657	99.96	UP_CF_DOWN_NB
Eco1588	1.44862221904133	11.9171884227946	9.5244271517046e-05	0.000402434416203059	3755	1956	2355	17512	12122	8821	2359.05432648407	1786.1368476626	2071.89940614776	6751.96075740799	6340.5931270894	3878.32141696125	99.96	DOWN_CF_UP_NB
Eco0496	-1.44948322877886	10.6778542059943	9.57644178237734e-05	0.000404167623329725	3009	2773	3155	3135	1980	889	1890.38467866593	2532.18684998383	2775.72935303448	1208.7366933802	1035.66856885308	390.865858709733	99.96	UP_CF_DOWN_NB
Eco2946	-1.53822469517121	5.73161487268399	9.59954845481576e-05	0.000404678212384206	105	113	80	49	48	87	65.965567052151	103.186842426316	70.3829946886713	18.8925352394353	25.1071168206807	38.2512145194002	99.96	UP_CF_DOWN_NB
Eco0637	1.51871395520588	6.11118670013249	9.89597799573663e-05	0.00041669662213434	104	21	19	257	218	190	65.3373235564162	19.1763158491383	16.7159612385594	99.0894195211201	114.028155560591	83.5371351573107	99.96	DOWN_CF_UP_NB
Eco1685	-1.7041396922172	4.20876762866162	9.92310167345021e-05	0.000416883677161177	34	39	33	32	14	14	21.3602788549822	35.6131580055426	29.0329853090769	12.3379821971823	7.32290907269853	6.15536785369658	99.96	UP_CF_DOWN_NB
Eco2619	1.46964180942	7.82411573961676	9.91485203453062e-05	0.000416883677161177	270	102	105	839	587	811	169.625743848388	93.1421055529575	92.3776805288811	323.486470732372	307.039116119574	356.571666381995	99.96	DOWN_CF_UP_NB
Eco2267	1.44919920717682	9.53636939652238	0.000100053515104875	0.000419859271147856	923	253	429	3355	1934	2146	579.868746563194	231.028948087238	377.428809018	1293.56032098583	1011.60758189992	943.529958145204	99.96	DOWN_CF_UP_NB
Eco2851	1.44289444736594	10.8610512609472	0.000103049949344051	0.000431940266577802	1716	1034	1107	7865	5313	5311	1078.06583868087	944.205266095667	973.924689004489	3032.4446869012	2779.04399308909	2335.08276221304	99.96	DOWN_CF_UP_NB
Eco0113	1.44524589446719	9.83877885925605	0.000103913691409253	0.000434576934642687	845	466	585	3464	3292	2160	530.865753895882	425.531580271355	514.675648660909	1335.58657284498	1721.92976195168	949.685325998901	99.96	DOWN_CF_UP_NB
Eco3553	1.47616996978659	7.18399779336362	0.00010391543132506	0.000434576934642687	191	54	63	623	326	498	119.994507685341	49.3105264692128	55.4266083173287	240.205090901392	170.519168407123	218.955227938635	99.96	DOWN_CF_UP_NB
Eco2265	1.45196096513999	8.46356413090554	0.000104770344297616	0.000437654301861404	457	138	168	1530	855	1141	287.10727755079	126.015789865766	147.80428884621	589.909773802777	447.220518368374	501.662480076271	99.96	DOWN_CF_UP_NB
Eco1102	-1.54188663061073	5.55574433018773	0.000105620894838573	0.000440706480620427	99	83	84	64	40	61	62.1961060777423	75.7921054989752	73.9021444231049	24.6759643943645	20.9225973505672	26.8198170768208	99.96	UP_CF_DOWN_NB
Eco2350	-1.49162144766834	6.62784422207979	0.000106504094904502	0.000443887815044159	243	150	170	112	112	124	152.663169463549	136.973684636702	149.563863713427	43.1829376901379	58.5832725815882	54.5189724184554	99.96	UP_CF_DOWN_NB
Eco2725	-1.49269175248486	6.43199998094109	0.000108748913405759	0.000452730470758289	196	180	110	60	55	192	123.135725164015	164.368421564043	96.7766176969231	23.1337166197167	28.7685713570299	84.4164734221245	99.95	UP_CF_DOWN_NB
Eco1091	-1.43787197373049	10.3664220453872	0.000109271178892278	0.000454390105891418	2483	2656	2050	1614	1524	1631	1559.92859990944	2425.34737596721	1803.5642388972	622.29697707038	797.150959056611	717.100354955651	99.95	UP_CF_DOWN_NB
Eco1582	1.48683157573718	6.85943425993661	0.000110478100312778	0.0004588898268359	112	47	74	474	270	404	70.3632715222944	42.9184211861667	65.104270087021	182.756361295762	141.227532116329	177.626329492387	99.95	DOWN_CF_UP_NB
Eco1205	1.50520361985779	6.18584682364289	0.000110730895000397	0.000459420733658533	98	21	31	243	151	316	61.5678625820076	19.1763158491383	27.2734104418601	93.6915523098528	78.9828049983912	138.93544584058	99.95	DOWN_CF_UP_NB
Eco3604	1.46660814327587	7.59650970336671	0.000112867963408974	0.000467759451512276	122	106	149	1308	491	179	76.6457064796421	96.7947371432695	131.08832760765	504.315022309825	256.824882478213	78.7007747008348	99.95	DOWN_CF_UP_NB
Eco3091	1.44212489755537	8.92603919950145	0.000115022959079555	0.000476153600874372	354	287	337	2073	1333	1421	222.398197490109	262.07631660489	296.488365126028	799.269909211214	697.245556707653	624.769837150203	99.95	DOWN_CF_UP_NB
Eco0159	1.45117219475444	8.11461210704132	0.000115999052611182	0.000479654125307878	277	126	172	1058	878	771	174.023448318532	115.05789509483	151.323438580643	407.924536394339	459.25101184495	338.984901085719	99.95	DOWN_CF_UP_NB
Eco1688	1.45210394495972	7.85709672583833	0.000118996709935371	0.000491496523283623	252	85	149	1134	661	509	158.317360925162	77.6184212941312	131.08832760765	437.227244112646	345.745921218123	223.791588395111	99.95	DOWN_CF_UP_NB
Eco2653	-1.56821712096029	5.23748145242975	0.000121663554315485	0.000501947503550756	62	82	66	29	43	55	38.9510967355558	74.8789476013972	58.0659706181538	11.1812963661964	22.4917921518598	24.1818022823794	99.95	UP_CF_DOWN_NB
Eco2166	3.18272853167482	2.18112893270982	0.000121877588482571	0.000502266833253287	1	0	1	15	11	10	0.628243495734771	0	0.879787433608392	5.78342915492919	5.75371427140599	4.39669132406898	99.95	DOWN_CF_UP_NB
Eco1992	-1.42484258474987	9.27095121219989	0.000130389439879934	0.000536340162075974	1112	1210	1024	871	570	848	698.606767257065	1104.9210560694	900.902332014993	335.824452929555	298.147012245583	372.83942428105	99.95	UP_CF_DOWN_NB
Eco3005	1.44873560702988	7.46978350996388	0.000130437460526638	0.000536340162075974	214	80	82	645	461	630	134.444108087241	73.0526318062412	72.1425695558881	248.687453661955	241.132934465287	276.991553416346	99.95	DOWN_CF_UP_NB
Eco1755	1.43840935895222	8.18282669872031	0.000131289075896344	0.000539238707256938	309	148	154	1006	715	1137	194.127240182044	135.147368841546	135.487264775692	387.875315323917	373.991427641389	499.903803546644	99.95	DOWN_CF_UP_NB
Eco1550	-1.53318672702544	5.36135675141211	0.000135225822715968	0.000554788085160603	87	81	64	67	41	37	54.6571841289251	73.9657897038192	56.3063957509371	25.8326502253504	21.4456622843314	16.2677578990552	99.94	UP_CF_DOWN_NB
Eco2333	-1.41862127541029	9.8801530684717	0.000135816910833787	0.000556591933361204	1990	1510	1692	1505	1113	859	1250.20455651219	1378.8684253428	1488.6003376654	580.270725211228	582.171271279533	377.675784737526	99.94	UP_CF_DOWN_NB
Eco0094	1.44992024696366	7.57075625978131	0.000136019567952149	0.000556597717395531	130	138	107	711	513	639	81.6716544455202	126.015789865766	94.1372553960979	274.134541943643	268.332311021025	280.948575608008	99.94	DOWN_CF_UP_NB
Eco2693	1.47365213875511	6.84871043286831	0.000136121150146513	0.000556597717395531	54	71	92	741	303	118	33.9251487696776	64.834210728039	80.940443891972	285.701400253502	158.488674930547	51.880957624014	99.94	DOWN_CF_UP_NB
Eco1798	1.42384737615436	8.53526979344	0.000138853394229568	0.000567138974653213	512	111	199	1385	861	1422	321.660669816203	101.36052663116	175.07769928807	534.003291971795	450.358907970959	625.20950628261	99.94	DOWN_CF_UP_NB
Eco0910	-1.41993739326908	8.76325435956687	0.000142140697886702	0.000579921426672049	794	874	687	486	434	673	498.825335613408	798.100002483185	604.413966888965	187.383104619706	227.010181253654	295.897326109843	99.94	UP_CF_DOWN_NB
Eco0700	-1.43136262120077	7.72496666825176	0.000145749729207792	0.000593986701294726	249	489	373	192	143	445	156.432630437958	446.534211915649	328.16071273593	74.0278931830936	74.7982855282778	195.65276392107	99.94	UP_CF_DOWN_NB
Eco1723	-1.42355104985033	8.07607559729393	0.000146145779095082	0.000594941178243101	470	474	517	464	219	334	295.274442995342	432.836843451979	454.850103175538	178.900741859143	114.551220494356	146.849490223904	99.94	UP_CF_DOWN_NB
Eco1054	-1.55189760840765	5.11393869238143	0.000146949199373203	0.000596889786625299	67	56	72	43	32	45	42.0923142142297	51.1368422643688	63.3446952198042	16.5791635774637	16.7380778804538	19.7851109583104	99.94	UP_CF_DOWN_NB
Eco2269	1.4274704564575	8.17083750310742	0.000146853006140653	0.000596889786625299	260	178	157	1302	856	680	163.34330889104	162.542105768887	138.126627076517	502.001650647853	447.743583302138	298.975010036691	99.94	DOWN_CF_UP_NB
Eco2374	1.46690973300315	6.64292925852735	0.000149954690334132	0.000608425432304931	93	32	76	422	191	377	58.4266451033337	29.2210527224965	66.8638449542378	162.707140225341	99.9054023489585	165.755262917401	99.94	DOWN_CF_UP_NB
Eco0000	1.42572961090233	8.04536450006811	0.000152329130862722	0.00061737804305553	226	164	152	1161	696	754	141.983030036058	149.757895202794	133.727689908476	447.637416591519	364.05319389987	331.510525834801	99.94	DOWN_CF_UP_NB
Eco0719	-1.4200584504795	8.04405158462655	0.000154118280301938	0.000623317731023797	418	649	343	287	224	464	262.605781217134	592.639475528131	301.767089727678	110.656277830978	117.166545163176	204.006477436801	99.94	UP_CF_DOWN_NB
Eco2292	-1.43880787525782	7.04785928427058	0.000154303355612529	0.000623317731023797	222	282	212	152	117	216	139.470056053119	257.510527117	186.514935924979	58.6054154366158	61.1985972504091	94.9685325998901	99.94	UP_CF_DOWN_NB
Eco3319	-1.44051192809247	6.9916280063255	0.000154300946261276	0.000623317731023797	191	242	251	155	154	151	119.994507685341	220.98421121388	220.826645835706	59.7621012676016	80.5519997996838	66.3900389934417	99.94	UP_CF_DOWN_NB
Eco0581	1.42346374384395	8.07558534243259	0.000155040780277342	0.000624923145065252	277	105	187	1055	640	968	174.023448318532	95.8815792456915	164.520250084769	406.767850563353	334.761557609076	425.599720169878	99.94	DOWN_CF_UP_NB
Eco1743	-1.47955531882085	5.93670763198583	0.000155028449507411	0.000624923145065252	93	93	148	102	66	54	58.4266451033337	84.9236844747553	130.208540174042	39.3273182535185	34.5222856284359	23.7421331499725	99.94	UP_CF_DOWN_NB
Eco1470	1.40375209692763	10.3776758479134	0.000156583527555963	0.000630450216096078	1719	479	757	6480	3371	3455	1079.95056916807	437.402632939869	665.999087241552	2498.44139492941	1763.25189171905	1519.05685246583	99.94	DOWN_CF_UP_NB
Eco1453	1.53415858801306	5.5985164573956	0.000158241545802856	0.000636428799093323	41	22	28	205	119	145	25.7579833251256	20.0894737467163	24.634048141035	79.0401984506989	62.2447271179375	63.7520241990003	99.94	DOWN_CF_UP_NB
Eco0879	1.62545004456432	4.61067899475734	0.000158480781588266	0.000636694374992861	25	4	14	88	64	76	15.7060873933693	3.65263159031206	12.3170240705175	33.9294510422512	33.4761557609075	33.4148540629243	99.94	DOWN_CF_UP_NB
Eco3538	-1.50707446763547	5.43263240685714	0.000159621813592627	0.000640578369832421	88	78	76	21	25	106	55.2854276246599	71.2263160110851	66.8638449542378	8.09680081690086	13.0766233441045	46.6049280351312	99.94	UP_CF_DOWN_NB
Eco2870	1.41189725529127	8.62834806902691	0.000160261012505166	0.000642442183172292	376	188	268	1706	1033	1173	236.219554396274	171.673684744667	235.783032207049	657.768675887279	540.326076578398	515.731892313292	99.94	DOWN_CF_UP_NB
Eco1469	1.39978838944574	11.0953919315173	0.000160966027642136	0.000644565487595309	2680	856	1292	10994	5792	5093	1683.69256856919	781.66316032678	1136.68536422204	4238.86800861943	3029.59209636213	2239.23489134833	99.94	DOWN_CF_UP_NB
Eco1666	-1.47332541164527	6.01879735183679	0.000162016648876243	0.000648066595504972	136	109	117	62	34	140	85.4411154199289	99.5342108360036	102.935129732182	23.9048405070406	17.7842077479821	61.5536785369658	99.94	UP_CF_DOWN_NB
Eco2656	-1.43043306888126	7.20957268635314	0.000163581437441679	0.000653614526125663	332	249	243	170	108	270	208.576840583944	227.376316496926	213.788346366839	65.5455304225308	56.4910128465315	118.710665749863	99.93	UP_CF_DOWN_NB
Eco3315	-1.4192146946815	7.57350830980026	0.000167532268891909	0.000668673854990941	297	392	331	229	195	277	186.588318233227	357.957895850582	291.209640524378	88.2936850985856	101.997662084015	121.788349676711	99.93	UP_CF_DOWN_NB
Eco2680	-1.47939521652186	5.92917892814447	0.00017070745700519	0.000680608038992491	116	126	95	72	68	77	72.8762455052335	115.05789509483	83.5798061927972	27.7604599436601	35.5684154959643	33.8545231953312	99.93	UP_CF_DOWN_NB
Eco0144	-1.40271746864677	8.55333315059802	0.000172498209376865	0.000687002619360082	842	610	627	451	320	632	528.981023408677	557.026317522589	551.626720872462	173.888436591538	167.380778804538	277.87089168116	99.93	UP_CF_DOWN_NB
Eco2685	-1.74913275650159	3.79569494697423	0.000173242759444638	0.000689221194500531	22	31	26	12	17	13	13.821356906165	28.3078948249184	22.8744732738182	4.62674332394335	8.89210387399107	5.71569872128968	99.93	UP_CF_DOWN_NB
Eco1267	1.4229314396829	7.47517055170688	0.000173915210005555	0.000689657294477262	181	73	119	568	479	675	113.712072727994	66.6605265231951	104.694704599399	218.999183999985	250.548103273042	296.776664374656	99.93	DOWN_CF_UP_NB
Eco2906	1.55907558682278	5.2890980104544	0.000173908119058242	0.000689657294477262	25	20	25	164	94	118	15.7060873933693	18.2631579515603	21.9946858402098	63.2321587605591	49.168103773833	51.880957624014	99.93	DOWN_CF_UP_NB
Eco3416	-1.51598193895096	5.22765545736664	0.000173908119058242	0.000689657294477262	96	58	61	39	21	73	60.311375590538	52.9631580595248	53.6670334501119	15.0369158028159	10.9843636090478	32.0958466657036	99.93	UP_CF_DOWN_NB
Eco0756	-1.44389226253785	6.5230894669472	0.000174172583724035	0.00068993363983788	209	168	137	189	113	38	131.302890608567	153.410526793106	120.53087840435	72.8712073521077	59.1063375153524	16.7074270314621	99.93	UP_CF_DOWN_NB
Eco2469	-1.44888046939004	6.34203156044976	0.000175512575183802	0.000694493246905983	183	103	169	96	47	157	114.968559719463	94.0552634505355	148.684076279818	37.0139465915468	24.5840518869165	69.0280537878831	99.93	UP_CF_DOWN_NB
Eco0352	-1.392900346388	9.75732739889738	0.000178117831562254	0.000704044246046069	1657	1580	1455	1124	750	1381	1040.99947243252	1442.78947817326	1280.09071590021	433.371624676027	392.298700323135	607.183071853927	99.93	UP_CF_DOWN_NB
Eco0661	1.39845543777408	9.02251149879935	0.000178854256417227	0.000706195753587245	441	298	346	2097	1298	1735	277.055381619034	272.121053478248	304.406452028504	808.5233958591	678.938284025906	762.825944725969	99.93	DOWN_CF_UP_NB
Eco0142	-1.41600626089791	7.43817883331773	0.000179863994417204	0.000709420647508201	342	351	255	170	152	317	214.859275541292	320.518422049883	224.34579557014	65.5455304225308	79.5058699321554	139.375114972987	99.93	UP_CF_DOWN_NB
